Titel,URL,Hash,Revision,Last Modified,Ist Spiegel+,Text-Dateiname,HTML-Dateiname
Funde aus der Eisenzeit könnten die Geschichte Großbritanniens umschreiben,https://www.spiegel.de/wissenschaft/mensch/funde-aus-der-eisenzeit-koennten-die-geschichte-grossbritanniens-umschreiben-a-369c4e31-b917-4cc6-ac72-e9dad8803cd1,89c093,0,2025-03-25T15:29:00+01:00,False,Funde aus der Eisenzeit könnten die Geschichte Großbritanniens umschreiben_89c093.txt,Funde aus der Eisenzeit könnten die Geschichte Großbritanniens umschreiben_89c093.html
Rabea Rogge soll als erste deutsche Frau mit SpaceX ins All fliegen,https://www.spiegel.de/wissenschaft/weltall/raumfahrt-rabea-rogge-soll-als-erste-frau-mit-spacex-um-die-pole-fliegen-a-7cbc7a38-ec9a-484f-a4bd-0452ece4e925,73cf8e,0,2025-03-30T10:41:00+02:00,False,Rabea Rogge soll als erste deutsche Frau mit SpaceX ins All fliegen_73cf8e.txt,Rabea Rogge soll als erste deutsche Frau mit SpaceX ins All fliegen_73cf8e.html
Norwegen_ Isar Aerospace darf Testflug der ersten Trägerrakete in Europa durchführen,https://www.spiegel.de/wissenschaft/weltall/norwegen-isar-aerospace-darf-testflug-der-ersten-traegerrakete-in-europa-durchfuehren-a-845381da-1b0d-4e6d-a19f-2559c3ba422a,3398a9,0,2025-03-17T20:38:00+01:00,False,Norwegen_ Isar Aerospace darf Testflug der ersten Trägerrakete in Europa durchführen_3398a9.txt,Norwegen_ Isar Aerospace darf Testflug der ersten Trägerrakete in Europa durchführen_3398a9.html
Klimaschutz und Schuldenpaket_ So wird das Geld sinnvoll verteilt,https://www.spiegel.de/wissenschaft/klimaschutz-und-schuldenpaket-so-wird-das-geld-sinnvoll-verteilt-a-0dc88004-eaf9-40c1-9433-4f03b78f9e2c,141f4f,0,2025-03-19T19:34:00+01:00,False,Klimaschutz und Schuldenpaket_ So wird das Geld sinnvoll verteilt_141f4f.txt,Klimaschutz und Schuldenpaket_ So wird das Geld sinnvoll verteilt_141f4f.html
+Erdbeben in Myanmar_ »Wie ein Klettverschluss unter der Erde«,https://www.spiegel.de/wissenschaft/natur/erdbeben-in-myanmar-interview-mit-seismologe-frederik-tilmann-ueber-die-ursachen-a-13c2effb-b63a-4a12-80ee-6bb4984cb866,4fbf52,0,2025-03-28T14:34:00+01:00,True,,+Erdbeben in Myanmar_ »Wie ein Klettverschluss unter der Erde«_4fbf52.html
Nasa löscht Comics über Astronautin Callie,https://www.spiegel.de/wissenschaft/weltall/nasa-loescht-comics-ueber-astronautin-callie-a-426385c0-d645-4a26-a6bf-e5f74e98dfab,e24660,0,2025-03-26T17:29:00+01:00,False,Nasa löscht Comics über Astronautin Callie_e24660.txt,Nasa löscht Comics über Astronautin Callie_e24660.html
SpaceX_ Nächster Starship-Testflug endet in einer Explosion,https://www.spiegel.de/wissenschaft/weltall/spacex-elon-musk-naechster-starship-testflug-endet-in-einer-explosion-a-d09ddd2b-c70d-4815-9ce6-979090995cc3,0ce9a5,0,2025-03-07T08:35:00+01:00,False,SpaceX_ Nächster Starship-Testflug endet in einer Explosion_0ce9a5.txt,SpaceX_ Nächster Starship-Testflug endet in einer Explosion_0ce9a5.html
Feinstaub_ Mehrheit der Länder überschreitet WHO-Grenzwerte,https://www.spiegel.de/wissenschaft/feinstaub-mehrheit-der-laender-ueberschreitet-who-grenzwerte-a-a101d9e7-4add-45a8-83a1-2cdd689fdbc5,591cff,0,2025-03-11T11:41:00+01:00,False,Feinstaub_ Mehrheit der Länder überschreitet WHO-Grenzwerte_591cff.txt,Feinstaub_ Mehrheit der Länder überschreitet WHO-Grenzwerte_591cff.html
+Wissenschaft_ Wie Trolle Stimmung gegen unliebsame Forscher machen,https://www.spiegel.de/wissenschaft/mensch/wissenschaft-wie-trolle-stimmung-gegen-unliebsame-forscher-machen-a-278406ab-4879-43fb-ab8f-2265ef7607f0,2b9d0f,0,2025-03-09T21:27:00+01:00,True,,+Wissenschaft_ Wie Trolle Stimmung gegen unliebsame Forscher machen_2b9d0f.html
Fruchtfliegen_ Alkohol macht die Männchen sexy,https://www.spiegel.de/wissenschaft/natur/fruchtfliegen-alkohol-macht-die-maennchen-sexy-a-1ee2f2a6-4425-4834-916b-48ace9421c82,974a6e,0,2025-04-04T10:39:00+02:00,False,Fruchtfliegen_ Alkohol macht die Männchen sexy_974a6e.txt,Fruchtfliegen_ Alkohol macht die Männchen sexy_974a6e.html
Australien_ Warum hüpft das Känguru_ Kleines Beuteltier soll Rätsel lösen,https://www.spiegel.de/wissenschaft/natur/australien-warum-huepft-das-kaenguru-kleines-beuteltier-soll-raetsel-loesen-a-24a7c148-75ba-4ede-8f7b-fb0256d03b33,eb6247,0,2025-03-21T10:31:00+01:00,False,Australien_ Warum hüpft das Känguru_ Kleines Beuteltier soll Rätsel lösen_eb6247.txt,Australien_ Warum hüpft das Känguru_ Kleines Beuteltier soll Rätsel lösen_eb6247.html
Elon Musk_ SpaceX erhält milliardenschweren US-Regierungsauftrag,https://www.spiegel.de/wissenschaft/weltall/elon-musk-spacex-erhaelt-milliardenschweren-us-regierungsauftrag-a-f3684352-0e6a-47b4-a41a-56673f5a2008,1773d8,0,2025-04-05T14:59:00+02:00,False,Elon Musk_ SpaceX erhält milliardenschweren US-Regierungsauftrag_1773d8.txt,Elon Musk_ SpaceX erhält milliardenschweren US-Regierungsauftrag_1773d8.html
"+Donald Trump_ »Mir ist ein Rätsel, was er mit Grönland machen will«",https://www.spiegel.de/wissenschaft/experte-ueber-rohstoffe-mir-ist-ein-raetsel-was-trump-mit-groenland-machen-will-es-lohnt-sich-meistens-nicht-a-29be12dc-24cb-4399-a1da-aa05d2cfcdab,72c66e,0,2025-03-12T10:02:00+01:00,True,,"+Donald Trump_ »Mir ist ein Rätsel, was er mit Grönland machen will«_72c66e.html"
Donald Trump_ Helfen die Zölle am Ende dem Klima_,https://www.spiegel.de/wissenschaft/mensch/donald-trump-helfen-die-zoelle-am-ende-dem-klima-a-d16955a4-1a9c-4745-8c34-e478c6b54656,ea9b96,0,2025-04-05T20:01:00+02:00,False,Donald Trump_ Helfen die Zölle am Ende dem Klima__ea9b96.txt,Donald Trump_ Helfen die Zölle am Ende dem Klima__ea9b96.html
"Island_ Vulkan Sundhnúksgígar ausgebrochen, Lava verschluckt Straßen, Blaue Lagune evakuiert",https://www.spiegel.de/wissenschaft/natur/island-vulkan-sundhnuksgigar-ausgebrochen-lava-verschluckt-strassen-blaue-lagune-evakuiert-a-6157ed2e-7b1c-427a-9688-ecc5c59cdebc,3edfc7,0,2025-04-01T17:00:00+02:00,False,"Island_ Vulkan Sundhnúksgígar ausgebrochen, Lava verschluckt Straßen, Blaue Lagune evakuiert_3edfc7.txt","Island_ Vulkan Sundhnúksgígar ausgebrochen, Lava verschluckt Straßen, Blaue Lagune evakuiert_3edfc7.html"
Erderwärmung_ Gletscher in China sind seit 1960 um mehr als ein Viertel geschrumpft,https://www.spiegel.de/wissenschaft/erderwaermung-gletscher-in-china-sind-seit-1960-um-mehr-als-ein-viertel-geschrumpft-a-e9051843-441e-46cb-88c3-e2f798ec9aab,161cc1,0,2025-03-26T12:29:00+01:00,False,Erderwärmung_ Gletscher in China sind seit 1960 um mehr als ein Viertel geschrumpft_161cc1.txt,Erderwärmung_ Gletscher in China sind seit 1960 um mehr als ein Viertel geschrumpft_161cc1.html
Klimawandel_ Gletscherschwund ist »Frage des Überlebens« für Menschheit,https://www.spiegel.de/wissenschaft/natur/klimawandel-gletscherschwund-ist-frage-des-ueberlebens-fuer-menschheit-a-624df73a-3e95-4b9e-a7d0-f788675158c2,b690b4,0,2025-03-20T16:20:00+01:00,False,Klimawandel_ Gletscherschwund ist »Frage des Überlebens« für Menschheit_b690b4.txt,Klimawandel_ Gletscherschwund ist »Frage des Überlebens« für Menschheit_b690b4.html
"Freiheit der Wissenschaft, Sicherheit im Cockpit nach der Germanwings-Tragödie, Bahn-Debakel",https://www.spiegel.de/wissenschaft/mensch/freiheit-der-wissenschaft-sicherheit-im-cockpit-nach-der-germanwings-tragoedie-bahn-debakel-a-43fdbfbd-4b55-41e7-8ebe-125928da7059,e76910,0,2025-03-08T09:20:00+01:00,False,"Freiheit der Wissenschaft, Sicherheit im Cockpit nach der Germanwings-Tragödie, Bahn-Debakel_e76910.txt","Freiheit der Wissenschaft, Sicherheit im Cockpit nach der Germanwings-Tragödie, Bahn-Debakel_e76910.html"
"ISS_ Gestrandete Astronauten sind wieder auf der Erde, umringt von Delfinen",https://www.spiegel.de/wissenschaft/weltall/iss-erste-reaktionen-auf-rueckkehr-von-astronauten-butch-wilmore-und-suni-williams-nach-weltraumeinsatz-a-37adb4ee-6ed7-4b92-86be-5f6c93ac4ddc,61662e,0,2025-03-19T11:27:00+01:00,False,"ISS_ Gestrandete Astronauten sind wieder auf der Erde, umringt von Delfinen_61662e.txt","ISS_ Gestrandete Astronauten sind wieder auf der Erde, umringt von Delfinen_61662e.html"
USA_ Schmetterlings-Population sinkt um 22 Prozent,https://www.spiegel.de/wissenschaft/natur/usa-schmetterlings-population-sinkt-um-22-prozent-a-4f637041-a0a1-421e-9285-3346d2557b0c,589bb3,0,2025-03-07T13:09:00+01:00,False,USA_ Schmetterlings-Population sinkt um 22 Prozent_589bb3.txt,USA_ Schmetterlings-Population sinkt um 22 Prozent_589bb3.html
Frühling 2025 in Deutschland extrem trocken_ Welche Folgen das nun hat,https://www.spiegel.de/wissenschaft/natur/fruehling-2025-in-deutschland-extrem-trocken-welche-folgen-das-nun-hat-a-c5abaa20-deda-49d6-9bcf-13ebccd72aa2,ee4235,0,2025-04-05T11:08:00+02:00,False,Frühling 2025 in Deutschland extrem trocken_ Welche Folgen das nun hat_ee4235.txt,Frühling 2025 in Deutschland extrem trocken_ Welche Folgen das nun hat_ee4235.html
"Nasa schaltet »Voyager«-Instrumente ab, um Strom zu sparen",https://www.spiegel.de/wissenschaft/technik/nasa-schaltet-voyager-instrumente-ab-um-strom-zu-sparen-a-ec17fa38-ac6c-47e0-81de-cef2f8e6d56f,28ab9a,0,2025-03-09T12:32:00+01:00,False,"Nasa schaltet »Voyager«-Instrumente ab, um Strom zu sparen_28ab9a.txt","Nasa schaltet »Voyager«-Instrumente ab, um Strom zu sparen_28ab9a.html"
Bierflaschen_ Geräusch beim Öffnen so laut wie Flugzeugturbinen,https://www.spiegel.de/wissenschaft/technik/bierflaschen-geraeusch-beim-oeffnen-so-laut-wie-flugzeugturbinen-a-6c9c3c17-2307-4f81-aa8a-427fd4bf3ca3,82f183,0,2025-03-18T16:07:00+01:00,False,Bierflaschen_ Geräusch beim Öffnen so laut wie Flugzeugturbinen_82f183.txt,Bierflaschen_ Geräusch beim Öffnen so laut wie Flugzeugturbinen_82f183.html
+Nordkorea_ Satellitenfoto zeigt Kim Jong Uns Frühwarn-Flugzeug,https://www.spiegel.de/wissenschaft/technik/nordkorea-satellitenfoto-zeigt-kim-jong-uns-fruehwarn-flugzeug-a-ea2cf059-6067-4de0-a164-95fdbc0a8d28,6b9558,0,2025-03-06T17:40:00+01:00,True,,+Nordkorea_ Satellitenfoto zeigt Kim Jong Uns Frühwarn-Flugzeug_6b9558.html
+London Heathrow_ Warum ein Feuer den größten Flughafen Europas lahmlegen kann,https://www.spiegel.de/wissenschaft/technik/london-heathrow-warum-ein-feuer-den-groessten-flughafen-europas-lahmlegen-kann-a-af2813e4-0f39-4f21-bbe3-a6500b501a06,93631f,0,2025-03-21T18:13:00+01:00,True,,+London Heathrow_ Warum ein Feuer den größten Flughafen Europas lahmlegen kann_93631f.html
"+Atacama-Wüste in Chile_ »Was bringt das beste Teleskop, wenn man es nicht benutzen kann_«",https://www.spiegel.de/wissenschaft/weltall/atacama-wueste-in-chile-was-bringt-das-beste-teleskop-wenn-man-es-nicht-benutzen-kann-a-1af5adba-01e1-459a-b100-60e7160a4cb1,1a9246,0,2025-03-25T20:58:00+01:00,True,,"+Atacama-Wüste in Chile_ »Was bringt das beste Teleskop, wenn man es nicht benutzen kann_«_1a9246.html"
Entwicklungshilfe_ Gekürzte AIDS-Hilfen können bis zu drei Millionen Leben kosten,https://www.spiegel.de/wissenschaft/medizin/entwicklungshilfe-gekuerzte-aids-hilfen-koennen-bis-zu-drei-millionen-leben-kosten-a-36a09731-d87a-4747-84cb-799dbfce7566,9d3389,0,2025-03-27T11:52:00+01:00,False,Entwicklungshilfe_ Gekürzte AIDS-Hilfen können bis zu drei Millionen Leben kosten_9d3389.txt,Entwicklungshilfe_ Gekürzte AIDS-Hilfen können bis zu drei Millionen Leben kosten_9d3389.html
Donald Trump_ Columbia-Universität knickt ein - will Nahost-Richtlinien überarbeiten,https://www.spiegel.de/wissenschaft/donald-trump-columbia-universitaet-knickt-ein-will-nahost-richtlinien-ueberarbeiten-a-cc153ffb-f604-4d68-a96e-585b9dbdd37a,89a85b,0,2025-03-22T16:14:00+01:00,False,Donald Trump_ Columbia-Universität knickt ein - will Nahost-Richtlinien überarbeiten_89a85b.txt,Donald Trump_ Columbia-Universität knickt ein - will Nahost-Richtlinien überarbeiten_89a85b.html
Donald Trump_ Umweltbehörde EPA will Dutzende Vorschriften abschaffen,https://www.spiegel.de/wissenschaft/donald-trump-usa-umweltbehoerde-epa-will-dutzende-vorschriften-abschaffen-a-931e0942-a331-4559-81ef-deccf1216e3a,12d30b,0,2025-03-13T08:12:00+01:00,False,Donald Trump_ Umweltbehörde EPA will Dutzende Vorschriften abschaffen_12d30b.txt,Donald Trump_ Umweltbehörde EPA will Dutzende Vorschriften abschaffen_12d30b.html
Artus-Legende_ Verstecktes Merlin-Manuskript in altem Buch in Cambridge entdeckt,https://www.spiegel.de/wissenschaft/mensch/artus-legende-verstecktes-merlin-manuskript-in-altem-buch-in-cambridge-entdeckt-a-65718fbf-fdc5-448a-bc8b-0943a1abe0b5,83653c,0,2025-03-31T20:37:00+02:00,False,Artus-Legende_ Verstecktes Merlin-Manuskript in altem Buch in Cambridge entdeckt_83653c.txt,Artus-Legende_ Verstecktes Merlin-Manuskript in altem Buch in Cambridge entdeckt_83653c.html
Donald Trump_ Rund 1900 Forschende widersetzen sich »Großangriff auf die amerikanische Wissenschaft«,https://www.spiegel.de/wissenschaft/mensch/donald-trump-rund-1900-forschende-widersetzen-sich-grossangriff-auf-die-amerikanische-wissenschaft-a-3a90d14d-9bcf-401e-bf80-7924a2bdc0dc,a02b2b,0,2025-04-01T15:15:00+02:00,False,Donald Trump_ Rund 1900 Forschende widersetzen sich »Großangriff auf die amerikanische Wissenschaft«_a02b2b.txt,Donald Trump_ Rund 1900 Forschende widersetzen sich »Großangriff auf die amerikanische Wissenschaft«_a02b2b.html
Hammerhaie verzichten für die Bahamas offenbar auf Reisen_ Home sweet Home,https://www.spiegel.de/wissenschaft/natur/hammerhaie-verzichten-fuer-die-bahamas-offenbar-auf-reisen-home-sweet-home-a-bc2f2394-2412-4c98-ac71-592cc72e9087,a3466e,0,2025-03-21T18:20:00+01:00,False,Hammerhaie verzichten für die Bahamas offenbar auf Reisen_ Home sweet Home_a3466e.txt,Hammerhaie verzichten für die Bahamas offenbar auf Reisen_ Home sweet Home_a3466e.html
Brasilien_ Straße wird durch den Regenwald gebaut – für die Klimakonferenz,https://www.spiegel.de/wissenschaft/brasilien-strasse-wird-durch-den-regenwald-gebaut-fuer-die-klimakonferenz-a-a228d60f-faaa-4de6-b3ce-a3a621bc6bf5,72beb6,0,2025-03-12T16:54:00+01:00,False,Brasilien_ Straße wird durch den Regenwald gebaut – für die Klimakonferenz_72beb6.txt,Brasilien_ Straße wird durch den Regenwald gebaut – für die Klimakonferenz_72beb6.html
+USA unter Donald Trump_ Hochschulen stehen unter Druck und müssen Widerstand leisten - Kommentar,https://www.spiegel.de/wissenschaft/amerikas-universitaeten-brauchen-mut-zum-widerstand-a-e889046f-e82b-4c75-b9ab-654cc229e08b,cef4d8,0,2025-03-27T16:27:00+01:00,True,,+USA unter Donald Trump_ Hochschulen stehen unter Druck und müssen Widerstand leisten - Kommentar_cef4d8.html
Mpox_ Experten warnen vor ernster Bedrohung durch Affenpocken,https://www.spiegel.de/wissenschaft/medizin/mpox-experten-warnen-vor-ernster-bedrohung-durch-affenpocken-a-a07f9daf-b95f-45af-bbac-d19bf4b65a49,278f8c,0,2025-04-05T07:37:00+02:00,False,Mpox_ Experten warnen vor ernster Bedrohung durch Affenpocken_278f8c.txt,Mpox_ Experten warnen vor ernster Bedrohung durch Affenpocken_278f8c.html
Nasa – ISS_ Rückholmission für gestrandete Astronauten verzögert sich,https://www.spiegel.de/wissenschaft/weltall/nasa-iss-rueckholmission-fuer-gestrandete-astronauten-verzoegert-sich-a-e3a7f795-f75d-412d-baf6-1f6e82fbd0af,44fe24,0,2025-03-13T03:34:00+01:00,False,Nasa – ISS_ Rückholmission für gestrandete Astronauten verzögert sich_44fe24.txt,Nasa – ISS_ Rückholmission für gestrandete Astronauten verzögert sich_44fe24.html
Fischfang_ Fischerei mit Schleppnetzen verursacht laut Studie Milliardenschäden,https://www.spiegel.de/wissenschaft/natur/fischfang-fischerei-mit-schleppnetzen-verursacht-laut-studie-milliardenschaeden-a-e4720031-02b2-402c-87d6-75cc4abab7d8,40cd3b,0,2025-03-25T10:18:00+01:00,False,Fischfang_ Fischerei mit Schleppnetzen verursacht laut Studie Milliardenschäden_40cd3b.txt,Fischfang_ Fischerei mit Schleppnetzen verursacht laut Studie Milliardenschäden_40cd3b.html
Ägypten_ Archäologen finden Grab eines unbekannten Pharaos in der Totenstadt von Abydos,https://www.spiegel.de/wissenschaft/aegypten-archaeologen-finden-grab-eines-unbekannten-pharaos-in-der-totenstadt-von-abydos-a-86b7e76d-0c67-4cf0-8134-c8de26e9d6ae,98a392,0,2025-03-21T15:55:00+01:00,False,Ägypten_ Archäologen finden Grab eines unbekannten Pharaos in der Totenstadt von Abydos_98a392.txt,Ägypten_ Archäologen finden Grab eines unbekannten Pharaos in der Totenstadt von Abydos_98a392.html
+Suni Williams und Butch Wilmore_ Was macht ein Raumflug mit dem Körper_,https://www.spiegel.de/wissenschaft/weltall/suni-williams-und-butch-wilmore-was-macht-ein-raumflug-mit-dem-koerper-a-3e162081-d24f-432c-b098-976ace993b29,a6ce7b,0,2025-03-19T09:58:00+01:00,True,,+Suni Williams und Butch Wilmore_ Was macht ein Raumflug mit dem Körper__a6ce7b.html
Mond_ So schön war die Blutmondfinsternis,https://www.spiegel.de/wissenschaft/natur/mond-so-schoen-war-die-blutmondfinsternis-a-82fa38b5-b94a-4240-8ed1-2bc2c78aaab2,547d66,0,2025-03-14T15:07:00+01:00,False,Mond_ So schön war die Blutmondfinsternis_547d66.txt,Mond_ So schön war die Blutmondfinsternis_547d66.html
Corona_ Merkel und Scholz wollten BND-Bericht zu Ursprung unter Verschluss halten,https://www.spiegel.de/wissenschaft/mensch/corona-das-coronavirus-stammt-laut-bnd-aus-einem-chinesischen-labor-a-d559ee9d-6674-433f-aa71-772003845a51,255414,0,2025-03-12T14:58:00+01:00,False,Corona_ Merkel und Scholz wollten BND-Bericht zu Ursprung unter Verschluss halten_255414.txt,Corona_ Merkel und Scholz wollten BND-Bericht zu Ursprung unter Verschluss halten_255414.html
+Corona-Beginn vor fünf Jahren_ So blickt Virologin Sandra Ciesek auf die Zeit zurück,https://www.spiegel.de/wissenschaft/medizin/corona-beginn-vor-fuenf-jahren-so-blickt-virologin-sandra-ciesek-auf-die-zeit-zurueck-a-eb284e37-d82f-4a6a-86c9-8f57fce66ae0,7e3aee,0,2025-03-22T19:14:00+01:00,True,,+Corona-Beginn vor fünf Jahren_ So blickt Virologin Sandra Ciesek auf die Zeit zurück_7e3aee.html
Klimawandel_ Dünnere Luft im Orbit lässt weniger Raum für Satelliten,https://www.spiegel.de/wissenschaft/weltall/duennere-luft-im-orbit-laesst-weniger-raum-fuer-satelliten-a-3c06ce75-c3c6-4fe1-9929-132e88141f74,e24de0,0,2025-03-11T13:09:00+01:00,False,Klimawandel_ Dünnere Luft im Orbit lässt weniger Raum für Satelliten_e24de0.txt,Klimawandel_ Dünnere Luft im Orbit lässt weniger Raum für Satelliten_e24de0.html
Neuseeland_ »Sharktopus«-Video - dieser Oktopus reitet auf dem Kopf eines Hais,https://www.spiegel.de/wissenschaft/neuseeland-sharktopus-video-dieser-oktopus-reitet-auf-dem-kopf-eines-hais-a-d8eef7d6-231a-4aa3-8c05-8c8768917e15,c7e966,0,2025-03-22T16:06:00+01:00,False,Neuseeland_ »Sharktopus«-Video - dieser Oktopus reitet auf dem Kopf eines Hais_c7e966.txt,Neuseeland_ »Sharktopus«-Video - dieser Oktopus reitet auf dem Kopf eines Hais_c7e966.html
+Corona-Beginn vor fünf Jahren_ So blickt ME_CFS-Patientin Margarete Stokowski auf die Zeit zurück,https://www.spiegel.de/wissenschaft/medizin/corona-beginn-vor-fuenf-jahren-so-blickt-me-cfs-patientin-margarete-stokowski-auf-die-zeit-zurueck-a-30321de8-6e75-4251-ac0d-84c31cf20ce1,24de87,0,2025-03-22T19:13:00+01:00,True,,+Corona-Beginn vor fünf Jahren_ So blickt ME_CFS-Patientin Margarete Stokowski auf die Zeit zurück_24de87.html
+Klimakrise_ Grüne fordern Klimaneutralität bis 2045 im Grundgesetz,https://www.spiegel.de/wissenschaft/klimakrise-gruene-fordern-klimaneutralitaet-bis-2045-im-grundgesetz-a-08bdd117-c999-4466-9d34-2dbc4f49afff,157f33,0,2025-03-18T09:21:00+01:00,True,,+Klimakrise_ Grüne fordern Klimaneutralität bis 2045 im Grundgesetz_157f33.html
+Ukraine-Krieg_ Die toxischen Langzeitfolgen des Kachowka-Dammbruchs,https://www.spiegel.de/wissenschaft/natur/ukraine-krieg-die-toxischen-langzeitfolgen-des-kachowka-dammbruchs-a-ef3d143a-8706-4ab4-93c5-8209b26c9160,5eb998,0,2025-03-14T11:20:00+01:00,True,,+Ukraine-Krieg_ Die toxischen Langzeitfolgen des Kachowka-Dammbruchs_5eb998.html
"+Rabea Rogge, erste Astronautin aus Deutschland_ Warum Frauen in der Raumfahrt unterrepräsentiert sind",https://www.spiegel.de/wissenschaft/weltall/rabea-rogge-erste-astronautin-aus-deutschland-warum-frauen-in-der-raumfahrt-unterrepraesentiert-sind-a-d6594488-e08e-4591-bcb0-744f8f58d12e,86561a,0,2025-04-01T12:32:00+02:00,True,,"+Rabea Rogge, erste Astronautin aus Deutschland_ Warum Frauen in der Raumfahrt unterrepräsentiert sind_86561a.html"
Gesunde Ernährung für Raumfahrende_ Im All fermentiertes Miso schmeckt nussig,https://www.spiegel.de/wissenschaft/weltall/gesunde-ernaehrung-fuer-raumfahrende-im-all-fermentiertes-miso-schmeckt-nussig-a-0307553e-d0a1-4d03-8720-26b69b8ba438,87297e,0,2025-04-03T11:06:00+02:00,False,Gesunde Ernährung für Raumfahrende_ Im All fermentiertes Miso schmeckt nussig_87297e.txt,Gesunde Ernährung für Raumfahrende_ Im All fermentiertes Miso schmeckt nussig_87297e.html
Tuberkulose_ WHO befürchtet Kollaps im Kampf gegen die Krankheit,https://www.spiegel.de/wissenschaft/tuberkulose-who-befuerchtet-kollaps-im-kampf-gegen-die-krankheit-a-8f901453-acf5-4043-bc41-051de4f229dc,f59ebc,0,2025-03-24T15:27:00+01:00,False,Tuberkulose_ WHO befürchtet Kollaps im Kampf gegen die Krankheit_f59ebc.txt,Tuberkulose_ WHO befürchtet Kollaps im Kampf gegen die Krankheit_f59ebc.html
+Corona-Pandemie begann vor fünf Jahren_ So blickt Impfstoffexperte Leif Erik Sander auf die Zeit zurück,https://www.spiegel.de/wissenschaft/medizin/corona-pandemie-begann-vor-fuenf-jahren-so-blickt-impfstoffexperte-leif-erik-sander-auf-die-zeit-zurueck-a-3e8ad514-4313-4d40-9cbd-188ad142ad4a,c27dae,0,2025-03-22T19:12:00+01:00,True,,+Corona-Pandemie begann vor fünf Jahren_ So blickt Impfstoffexperte Leif Erik Sander auf die Zeit zurück_c27dae.html
Mond_ US-Sonde »Athena« umgekippt – Mission beendet,https://www.spiegel.de/wissenschaft/weltall/mond-us-sonde-athena-umgekippt-mission-beendet-a-b6de924c-4d6a-48bb-beb7-e94ab15ddf72,62fd29,0,2025-03-08T11:24:00+01:00,False,Mond_ US-Sonde »Athena« umgekippt – Mission beendet_62fd29.txt,Mond_ US-Sonde »Athena« umgekippt – Mission beendet_62fd29.html
Raumsonde liefert neue Daten_ Es könnte mehr Eis auf dem Mond geben als gedacht,https://www.spiegel.de/wissenschaft/weltall/raumsonde-liefert-neue-daten-es-koennte-mehr-eis-auf-dem-mond-geben-als-gedacht-a-f46a1312-22b3-4818-be4b-5ee354f6a52c,0bf81b,0,2025-03-10T10:07:00+01:00,False,Raumsonde liefert neue Daten_ Es könnte mehr Eis auf dem Mond geben als gedacht_0bf81b.txt,Raumsonde liefert neue Daten_ Es könnte mehr Eis auf dem Mond geben als gedacht_0bf81b.html
+Ursprung der Coronapandemie_ Spionage hinter Labortüren,https://www.spiegel.de/wissenschaft/mensch/ursprung-der-corona-pandemie-spionage-hinter-labortueren-a-e00246e6-c582-4935-aeca-fa3ca77d92d1,4a94f6,0,2025-03-14T11:48:00+01:00,True,,+Ursprung der Coronapandemie_ Spionage hinter Labortüren_4a94f6.html
+Corona-Beginn vor fünf Jahren_ So blickt Intensivmediziner Christian Karagiannidis auf die Zeit zurück,https://www.spiegel.de/wissenschaft/medizin/corona-beginn-vor-fuenf-jahren-so-blickt-intensivmediziner-christian-karagiannidis-auf-die-zeit-zurueck-a-4970fad6-eae2-4d05-ae29-9625e5837af6,570beb,0,2025-03-22T19:15:00+01:00,True,,+Corona-Beginn vor fünf Jahren_ So blickt Intensivmediziner Christian Karagiannidis auf die Zeit zurück_570beb.html
+Primaten_ Warum spielen erwachsene Schimpansen wie kleine Kinder miteinander_,https://www.spiegel.de/wissenschaft/natur/primaten-warum-spielen-erwachsene-schimpansen-wie-kleine-kinder-miteinander-a-850ec6b9-cf89-47e9-ae13-d4fc1145371a,811b1e,0,2025-03-16T19:52:00+01:00,True,,+Primaten_ Warum spielen erwachsene Schimpansen wie kleine Kinder miteinander__811b1e.html
Saturn_ 128 neue Monde gefunden,https://www.spiegel.de/wissenschaft/weltall/saturn-128-neue-monde-gefunden-a-d3429706-df48-4be2-9cba-58899056c65b,a00e10,0,2025-03-12T18:25:00+01:00,False,Saturn_ 128 neue Monde gefunden_a00e10.txt,Saturn_ 128 neue Monde gefunden_a00e10.html
+Nordsee_ Wie gefährlich ist Kerosin im Meer_,https://www.spiegel.de/wissenschaft/natur/schiffsunglueck-in-der-nordsee-wie-gefaehrlich-ist-kerosin-im-meer-a-16e7bd1e-b28c-471c-9adb-8ba17bc46a85,28e86b,0,2025-03-11T20:47:00+01:00,True,,+Nordsee_ Wie gefährlich ist Kerosin im Meer__28e86b.html
Zoo Berlin_ Känguru-Babys hüpfen erstmals durch ihr Gehege,https://www.spiegel.de/wissenschaft/natur/zoo-berlin-kaenguru-babys-huepfen-erstmals-durch-ihr-gehege-a-9b31be82-5a59-4186-b305-423c9d474137,3c67a6,0,2025-03-06T18:22:00+01:00,False,Zoo Berlin_ Känguru-Babys hüpfen erstmals durch ihr Gehege_3c67a6.txt,Zoo Berlin_ Känguru-Babys hüpfen erstmals durch ihr Gehege_3c67a6.html
Baumhummer im Prager Zoo_ Dieser Hummer lebt auf Bäumen,https://www.spiegel.de/wissenschaft/natur/baumhummer-im-prager-zoo-dieser-hummer-lebt-auf-baeumen-a-054033f7-f82f-4dd8-ab94-ae2e2b0741ab,caee90,0,2025-03-30T16:53:00+02:00,False,Baumhummer im Prager Zoo_ Dieser Hummer lebt auf Bäumen_caee90.txt,Baumhummer im Prager Zoo_ Dieser Hummer lebt auf Bäumen_caee90.html
